State,Type of Crime,Crime,Year,Count
Florida,Violent Crime,Robbery,1973,17069
Florida,Violent Crime,Robbery,1974,22263
Florida,Violent Crime,Robbery,1975,20031
Florida,Violent Crime,Robbery,1976,15695
Florida,Violent Crime,Robbery,1977,15885
Florida,Violent Crime,Robbery,1978,17701
Florida,Violent Crime,Robbery,1979,22097
Florida,Violent Crime,Robbery,1980,34015
Florida,Violent Crime,Robbery,1981,35473
Florida,Violent Crime,Robbery,1982,31002
Florida,Violent Crime,Robbery,1983,28126
Florida,Violent Crime,Robbery,1984,30311
Florida,Violent Crime,Robbery,1985,35506
Florida,Violent Crime,Robbery,1986,42822
Florida,Violent Crime,Robbery,1987,42869
Florida,Violent Crime,Robbery,1988,49916
Florida,Violent Crime,Robbery,1989,51188
Florida,Violent Crime,Robbery,1990,53928
Florida,Violent Crime,Robbery,1991,53083
Florida,Violent Crime,Robbery,1992,49482
Florida,Violent Crime,Robbery,1993,48913
Florida,Violent Crime,Robbery,1994,45871
Florida,Violent Crime,Robbery,1995,42485
Florida,Violent Crime,Robbery,1996,41643
Florida,Violent Crime,Robbery,1997,40459
Florida,Violent Crime,Robbery,1998,36198
Florida,Violent Crime,Robbery,1999,31969
Florida,Violent Crime,Robbery,2000,31809
Florida,Violent Crime,Robbery,2001,32867
Florida,Violent Crime,Robbery,2002,32581
Florida,Violent Crime,Robbery,2003,31523
Florida,Violent Crime,Robbery,2004,29997
Florida,Violent Crime,Robbery,2005,30141
Florida,Violent Crime,Aggravated assault,1960,6126
Florida,Violent Crime,Aggravated assault,1961,6755
Florida,Violent Crime,Aggravated assault,1962,6294
Florida,Violent Crime,Aggravated assault,1963,7272
Florida,Violent Crime,Aggravated assault,1964,10503
Florida,Violent Crime,Aggravated assault,1965,10951
Florida,Violent Crime,Aggravated assault,1966,12653
Florida,Violent Crime,Aggravated assault,1967,14006
Florida,Violent Crime,Aggravated assault,1968,16220
Florida,Violent Crime,Aggravated assault,1969,16999
Florida,Violent Crime,Aggravated assault,1970,18819
Florida,Violent Crime,Aggravated assault,1971,22512
Florida,Violent Crime,Aggravated assault,1972,23663
Florida,Violent Crime,Aggravated assault,1973,25723
Florida,Violent Crime,Aggravated assault,1974,28457
Florida,Violent Crime,Aggravated assault,1975,33393
Florida,Violent Crime,Aggravated assault,1976,34944
Florida,Violent Crime,Aggravated assault,1977,37960
Florida,Violent Crime,Aggravated assault,1978,43182
Florida,Violent Crime,Aggravated assault,1979,46124
Florida,Violent Crime,Aggravated assault,1980,53254
Florida,Violent Crime,Aggravated assault,1981,55407
Florida,Violent Crime,Aggravated assault,1982,55413
Florida,Violent Crime,Aggravated assault,1983,53797
Florida,Violent Crime,Aggravated assault,1984,58125
Florida,Violent Crime,Aggravated assault,1985,64165
Florida,Violent Crime,Aggravated assault,1986,70668
Florida,Violent Crime,Aggravated assault,1987,72896
Florida,Violent Crime,Aggravated assault,1988,80857
Florida,Violent Crime,Aggravated assault,1989,81683
Florida,Violent Crime,Aggravated assault,1990,98902
Florida,Violent Crime,Aggravated assault,1991,96047
Florida,Violent Crime,Aggravated assault,1992,104827
Florida,Violent Crime,Aggravated assault,1993,107479
Florida,Violent Crime,Aggravated assault,1994,105679
Florida,Violent Crime,Aggravated assault,1995,101302
Florida,Violent Crime,Aggravated assault,1996,101122
Florida,Violent Crime,Aggravated assault,1997,100926
Florida,Violent Crime,Aggravated assault,1998,95447
Florida,Violent Crime,Aggravated assault,1999,89226
Florida,Violent Crime,Aggravated assault,2000,90008
Florida,Violent Crime,Aggravated assault,2001,90331
Florida,Violent Crime,Aggravated assault,2002,88476
Florida,Violent Crime,Aggravated assault,2003,85106
Florida,Violent Crime,Aggravated assault,2004,86199
Florida,Violent Crime,Aggravated assault,2005,88341
Florida,Property Crime,Burglary,1960,39966
Florida,Property Crime,Burglary,1961,37627
Florida,Property Crime,Burglary,1962,40575
Florida,Property Crime,Burglary,1963,46604
Florida,Property Crime,Burglary,1964,54959
Florida,Property Crime,Burglary,1965,55556
Florida,Property Crime,Burglary,1966,62839
Florida,Property Crime,Burglary,1967,73188
Florida,Property Crime,Burglary,1968,81743
Florida,Property Crime,Burglary,1969,86308
Florida,Property Crime,Burglary,1970,106036
Florida,Property Crime,Burglary,1971,118175
Florida,Property Crime,Burglary,1972,116516
Florida,Property Crime,Burglary,1973,142597
Florida,Property Crime,Burglary,1974,185042
Florida,Property Crime,Burglary,1975,196358
Florida,Property Crime,Burglary,1976,164609
Florida,Property Crime,Burglary,1977,157195
Florida,Property Crime,Burglary,1978,170061
Florida,Property Crime,Burglary,1979,190884
Florida,Property Crime,Burglary,1980,239825
Florida,Property Crime,Burglary,1981,241536
Florida,Property Crime,Burglary,1982,211932
Florida,Property Crime,Burglary,1983,191902
Florida,Property Crime,Burglary,1984,198446
Florida,Property Crime,Burglary,1985,228402
Florida,Property Crime,Burglary,1986,259331
Florida,Property Crime,Burglary,1987,271346
Florida,Property Crime,Burglary,1988,283960
Florida,Property Crime,Burglary,1989,289254
Florida,Property Crime,Burglary,1990,280832
Florida,Property Crime,Burglary,1991,266313
Florida,Property Crime,Burglary,1992,254755
Florida,Property Crime,Burglary,1993,251063
Florida,Property Crime,Burglary,1994,237341
Florida,Property Crime,Burglary,1995,215657
Florida,Property Crime,Burglary,1996,219056
Florida,Property Crime,Burglary,1997,213926
Florida,Property Crime,Burglary,1998,203105
Florida,Property Crime,Burglary,1999,181378
Florida,Property Crime,Burglary,2000,172898
Florida,Property Crime,Burglary,2001,176052
Florida,Property Crime,Burglary,2002,177242
Florida,Property Crime,Burglary,2003,170644
Florida,Property Crime,Burglary,2004,166332
Florida,Property Crime,Burglary,2005,164783
Florida,Property Crime,Larceny-theft,1960,73603
Florida,Property Crime,Larceny-theft,1961,70655
Florida,Property Crime,Larceny-theft,1962,78266
Florida,Property Crime,Larceny-theft,1963,89034
Florida,Property Crime,Larceny-theft,1964,108307
Florida,Property Crime,Larceny-theft,1965,107733
Florida,Property Crime,Larceny-theft,1966,123424
Florida,Property Crime,Larceny-theft,1967,132298
Florida,Property Crime,Larceny-theft,1968,147745
Florida,Property Crime,Larceny-theft,1969,161291
Florida,Property Crime,Larceny-theft,1970,194216
Florida,Property Crime,Larceny-theft,1971,215037
Florida,Property Crime,Larceny-theft,1972,206962
Florida,Property Crime,Larceny-theft,1973,234073
Florida,Property Crime,Larceny-theft,1974,318708
Florida,Property Crime,Larceny-theft,1975,354374
Florida,Property Crime,Larceny-theft,1976,343069
Florida,Property Crime,Larceny-theft,1977,324601
Florida,Property Crime,Larceny-theft,1978,338299
Florida,Property Crime,Larceny-theft,1979,378099
Florida,Property Crime,Larceny-theft,1980,424223
Florida,Property Crime,Larceny-theft,1981,431222
Florida,Property Crime,Larceny-theft,1982,427462
Florida,Property Crime,Larceny-theft,1983,400796
Florida,Property Crime,Larceny-theft,1984,408153
Florida,Property Crime,Larceny-theft,1985,465792
Florida,Property Crime,Larceny-theft,1986,510496
Florida,Property Crime,Larceny-theft,1987,546466
Florida,Property Crime,Larceny-theft,1988,589215
Florida,Property Crime,Larceny-theft,1989,583702
Florida,Property Crime,Larceny-theft,1990,591210
Florida,Property Crime,Larceny-theft,1991,607222
Florida,Property Crime,Larceny-theft,1992,598093
Florida,Property Crime,Larceny-theft,1993,603784
Florida,Property Crime,Larceny-theft,1994,626578
Florida,Property Crime,Larceny-theft,1995,612311
Florida,Property Crime,Larceny-theft,1996,605448
Florida,Property Crime,Larceny-theft,1997,594492
Florida,Property Crime,Larceny-theft,1998,579752
Florida,Property Crime,Larceny-theft,1999,534105
Florida,Property Crime,Larceny-theft,2000,518298
Florida,Property Crime,Larceny-theft,2001,516548
Florida,Property Crime,Larceny-theft,2002,511478
Florida,Property Crime,Larceny-theft,2003,505489
Florida,Property Crime,Larceny-theft,2004,482484
Florida,Property Crime,Larceny-theft,2005,472912
Florida,Property Crime,Motor vehicle theft,1960,9289
Florida,Property Crime,Motor vehicle theft,1961,8862
Florida,Property Crime,Motor vehicle theft,1962,9187
Florida,Property Crime,Motor vehicle theft,1963,9675
Florida,Property Crime,Motor vehicle theft,1964,11775
Florida,Property Crime,Motor vehicle theft,1965,12062
Florida,Property Crime,Motor vehicle theft,1966,14453
Florida,Property Crime,Motor vehicle theft,1967,17126
Florida,Property Crime,Motor vehicle theft,1968,19706
Florida,Property Crime,Motor vehicle theft,1969,24331
Florida,Property Crime,Motor vehicle theft,1970,26930
Florida,Property Crime,Motor vehicle theft,1971,27652
Florida,Property Crime,Motor vehicle theft,1972,26576
Florida,Property Crime,Motor vehicle theft,1973,34542
Florida,Property Crime,Motor vehicle theft,1974,39065
Florida,Property Crime,Motor vehicle theft,1975,36991
Florida,Property Crime,Motor vehicle theft,1976,28605
Florida,Property Crime,Motor vehicle theft,1977,29698
Florida,Property Crime,Motor vehicle theft,1978,33400
Florida,Property Crime,Motor vehicle theft,1979,38298
Florida,Property Crime,Motor vehicle theft,1980,45682
Florida,Property Crime,Motor vehicle theft,1981,45712
Florida,Property Crime,Motor vehicle theft,1982,44772
Florida,Property Crime,Motor vehicle theft,1983,43236
Florida,Property Crime,Motor vehicle theft,1984,46830
Florida,Property Crime,Motor vehicle theft,1985,59724
Florida,Property Crime,Motor vehicle theft,1986,69824
Florida,Property Crime,Motor vehicle theft,1987,81355
Florida,Property Crime,Motor vehicle theft,1988,94694
Florida,Property Crime,Motor vehicle theft,1989,102086
Florida,Property Crime,Motor vehicle theft,1990,106902
Florida,Property Crime,Motor vehicle theft,1991,104035
Florida,Property Crime,Motor vehicle theft,1992,111685
Florida,Property Crime,Motor vehicle theft,1993,122516
Florida,Property Crime,Motor vehicle theft,1994,127186
Florida,Property Crime,Motor vehicle theft,1995,111320
Florida,Property Crime,Motor vehicle theft,1996,103769
Florida,Property Crime,Motor vehicle theft,1997,107195
Florida,Property Crime,Motor vehicle theft,1998,104250
Florida,Property Crime,Motor vehicle theft,1999,93191
Florida,Property Crime,Motor vehicle theft,2000,89181
Florida,Property Crime,Motor vehicle theft,2001,89917
Florida,Property Crime,Motor vehicle theft,2002,88516
Florida,Property Crime,Motor vehicle theft,2003,81563
Florida,Property Crime,Motor vehicle theft,2004,78325
Florida,Property Crime,Motor vehicle theft,2005,75303
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1960,469
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1961,400
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1962,422
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1963,390
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1964,503
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1965,491
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1966,504
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1967,501
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1968,636
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1969,551
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1970,702
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1971,745
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1972,871
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1973,834
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1974,868
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1975,711
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1976,692
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1977,593
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1978,731
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1979,877
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1980,743
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1981,960
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1982,713
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1983,483
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1984,546
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1985,620
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1986,686
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1987,735
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1988,748
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1989,820
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1990,767
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1991,849
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1992,741
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1993,789
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1994,703
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1995,683
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1996,630
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1997,563
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1998,618
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,1999,583
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2000,651
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2001,598
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2002,606
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2003,657
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2004,613
Georgia,Violent Crime,Murder and nonnegligent Manslaughter,2005,564
Georgia,Violent Crime,Forcible rape,1960,294
Georgia,Violent Crime,Forcible rape,1961,380
Georgia,Violent Crime,Forcible rape,1962,439
Georgia,Violent Crime,Forcible rape,1963,396
Georgia,Violent Crime,Forcible rape,1964,529
Georgia,Violent Crime,Forcible rape,1965,586
Georgia,Violent Crime,Forcible rape,1966,650
Georgia,Violent Crime,Forcible rape,1967,561
Georgia,Violent Crime,Forcible rape,1968,619
Georgia,Violent Crime,Forcible rape,1969,794
Georgia,Violent Crime,Forcible rape,1970,740
Georgia,Violent Crime,Forcible rape,1971,1004
Georgia,Violent Crime,Forcible rape,1972,984
Georgia,Violent Crime,Forcible rape,1973,1236
Georgia,Violent Crime,Forcible rape,1974,1323
Georgia,Violent Crime,Forcible rape,1975,1251
Georgia,Violent Crime,Forcible rape,1976,1240
Georgia,Violent Crime,Forcible rape,1977,1570
Georgia,Violent Crime,Forcible rape,1978,1928
Georgia,Violent Crime,Forcible rape,1979,2216
Georgia,Violent Crime,Forcible rape,1980,2391
Georgia,Violent Crime,Forcible rape,1981,2362
Georgia,Violent Crime,Forcible rape,1982,2242
Georgia,Violent Crime,Forcible rape,1983,2021
Georgia,Violent Crime,Forcible rape,1984,2356
Georgia,Violent Crime,Forcible rape,1985,2587
Georgia,Violent Crime,Forcible rape,1986,2678
Georgia,Violent Crime,Forcible rape,1987,2681
Georgia,Violent Crime,Forcible rape,1988,2970
Georgia,Violent Crime,Forcible rape,1989,3150
Georgia,Violent Crime,Forcible rape,1990,3472
Georgia,Violent Crime,Forcible rape,1991,2800
Georgia,Violent Crime,Forcible rape,1992,3057
Georgia,Violent Crime,Forcible rape,1993,2448
Georgia,Violent Crime,Forcible rape,1994,2448
Georgia,Violent Crime,Forcible rape,1995,2539
Georgia,Violent Crime,Forcible rape,1996,2357
Georgia,Violent Crime,Forcible rape,1997,2328
Georgia,Violent Crime,Forcible rape,1998,2322
Georgia,Violent Crime,Forcible rape,1999,2319
Georgia,Violent Crime,Forcible rape,2000,1968
Georgia,Violent Crime,Forcible rape,2001,2180
Georgia,Violent Crime,Forcible rape,2002,2108
Georgia,Violent Crime,Forcible rape,2003,2234
Georgia,Violent Crime,Forcible rape,2004,2387
Georgia,Violent Crime,Forcible rape,2005,2143
Georgia,Violent Crime,Robbery,1960,974
Georgia,Violent Crime,Robbery,1961,1129
Georgia,Violent Crime,Robbery,1962,1301
Georgia,Violent Crime,Robbery,1963,1410
Georgia,Violent Crime,Robbery,1964,1445
Georgia,Violent Crime,Robbery,1965,1297
Georgia,Violent Crime,Robbery,1966,1555
Georgia,Violent Crime,Robbery,1967,1682
Georgia,Violent Crime,Robbery,1968,2181
Georgia,Violent Crime,Robbery,1969,2895
Georgia,Violent Crime,Robbery,1970,4395
Georgia,Violent Crime,Robbery,1971,4858
Georgia,Violent Crime,Robbery,1972,6340
Georgia,Violent Crime,Robbery,1973,7565
Georgia,Violent Crime,Robbery,1974,8617
Georgia,Violent Crime,Robbery,1975,8204
Georgia,Violent Crime,Robbery,1976,7076
Georgia,Violent Crime,Robbery,1977,7094
Georgia,Violent Crime,Robbery,1978,8454
Georgia,Violent Crime,Robbery,1979,10939
Georgia,Violent Crime,Robbery,1980,10670
Georgia,Violent Crime,Robbery,1981,10938
Georgia,Violent Crime,Robbery,1982,8716
Georgia,Violent Crime,Robbery,1983,8267
Georgia,Violent Crime,Robbery,1984,8414
Georgia,Violent Crime,Robbery,1985,9812
Georgia,Violent Crime,Robbery,1986,13056
Georgia,Violent Crime,Robbery,1987,13014
Georgia,Violent Crime,Robbery,1988,15593
Georgia,Violent Crime,Robbery,1989,17450
Georgia,Violent Crime,Robbery,1990,17067
Georgia,Violent Crime,Robbery,1991,17762
Georgia,Violent Crime,Robbery,1992,16863
Georgia,Violent Crime,Robbery,1993,17154
Georgia,Violent Crime,Robbery,1994,15703
Georgia,Violent Crime,Robbery,1995,14777
Georgia,Violent Crime,Robbery,1996,15100
Georgia,Violent Crime,Robbery,1997,15473
Georgia,Violent Crime,Robbery,1998,14308
Georgia,Violent Crime,Robbery,1999,12962
Georgia,Violent Crime,Robbery,2000,13250
Georgia,Violent Crime,Robbery,2001,14402
Georgia,Violent Crime,Robbery,2002,13432
Georgia,Violent Crime,Robbery,2003,14043
Georgia,Violent Crime,Robbery,2004,13656
Georgia,Violent Crime,Robbery,2005,14041
Georgia,Violent Crime,Aggravated assault,1960,4525
Georgia,Violent Crime,Aggravated assault,1961,4360
Georgia,Violent Crime,Aggravated assault,1962,4038
Georgia,Violent Crime,Aggravated assault,1963,4823
Georgia,Violent Crime,Aggravated assault,1964,5808
Georgia,Violent Crime,Aggravated assault,1965,6403
Georgia,Violent Crime,Aggravated assault,1966,6357
Georgia,Violent Crime,Aggravated assault,1967,5792
Georgia,Violent Crime,Aggravated assault,1968,6467
Georgia,Violent Crime,Aggravated assault,1969,6995
Georgia,Violent Crime,Aggravated assault,1970,8139
Georgia,Violent Crime,Aggravated assault,1971,9291
Georgia,Violent Crime,Aggravated assault,1972,9628
Georgia,Violent Crime,Aggravated assault,1973,10103
Georgia,Violent Crime,Aggravated assault,1974,10779
Georgia,Violent Crime,Aggravated assault,1975,12442
Georgia,Violent Crime,Aggravated assault,1976,12022
Georgia,Violent Crime,Aggravated assault,1977,12946
Georgia,Violent Crime,Aggravated assault,1978,13432
Georgia,Violent Crime,Aggravated assault,1979,14562
Georgia,Violent Crime,Aggravated assault,1980,16189
Georgia,Violent Crime,Aggravated assault,1981,16267
Georgia,Violent Crime,Aggravated assault,1982,15292
Georgia,Violent Crime,Aggravated assault,1983,15408
Georgia,Violent Crime,Aggravated assault,1984,16619
Georgia,Violent Crime,Aggravated assault,1985,17292
Georgia,Violent Crime,Aggravated assault,1986,19449
Georgia,Violent Crime,Aggravated assault,1987,19438
Georgia,Violent Crime,Aggravated assault,1988,23278
Georgia,Violent Crime,Aggravated assault,1989,25937
Georgia,Violent Crime,Aggravated assault,1990,27690
Georgia,Violent Crime,Aggravated assault,1991,27483
Georgia,Violent Crime,Aggravated assault,1992,28835
Georgia,Violent Crime,Aggravated assault,1993,29628
Georgia,Violent Crime,Aggravated assault,1994,28249
Georgia,Violent Crime,Aggravated assault,1995,29318
Georgia,Violent Crime,Aggravated assault,1996,28879
Georgia,Violent Crime,Aggravated assault,1997,27044
Georgia,Violent Crime,Aggravated assault,1998,26514
Georgia,Violent Crime,Aggravated assault,1999,25721
Georgia,Violent Crime,Aggravated assault,2000,25450
Georgia,Violent Crime,Aggravated assault,2001,24491
Georgia,Violent Crime,Aggravated assault,2002,23125
Georgia,Violent Crime,Aggravated assault,2003,22501
Georgia,Violent Crime,Aggravated assault,2004,23561
Georgia,Violent Crime,Aggravated assault,2005,23977
Georgia,Property Crime,Burglary,1960,15461
Georgia,Property Crime,Burglary,1961,17439
Georgia,Property Crime,Burglary,1962,18872
Georgia,Property Crime,Burglary,1963,19400
Georgia,Property Crime,Burglary,1964,22706
Georgia,Property Crime,Burglary,1965,21236
Georgia,Property Crime,Burglary,1966,24580
Georgia,Property Crime,Burglary,1967,26667
Georgia,Property Crime,Burglary,1968,30317
Georgia,Property Crime,Burglary,1969,32555
Georgia,Property Crime,Burglary,1970,41301
Georgia,Property Crime,Burglary,1971,49003
Georgia,Property Crime,Burglary,1972,51056
Georgia,Property Crime,Burglary,1973,60726
Georgia,Property Crime,Burglary,1974,71394
Georgia,Property Crime,Burglary,1975,77867
Georgia,Property Crime,Burglary,1976,71984
Georgia,Property Crime,Burglary,1977,68205
Georgia,Property Crime,Burglary,1978,75022
Georgia,Property Crime,Burglary,1979,81579
Georgia,Property Crime,Burglary,1980,91773
Georgia,Property Crime,Burglary,1981,93121
Georgia,Property Crime,Burglary,1982,84469
Georgia,Property Crime,Burglary,1983,72614
Georgia,Property Crime,Burglary,1984,70310
Georgia,Property Crime,Burglary,1985,81070
Georgia,Property Crime,Burglary,1986,88695
Georgia,Property Crime,Burglary,1987,96572
Georgia,Property Crime,Burglary,1988,103106
Georgia,Property Crime,Burglary,1989,110215
Georgia,Property Crime,Burglary,1990,104905
Georgia,Property Crime,Burglary,1991,100317
Georgia,Property Crime,Burglary,1992,97402
Georgia,Property Crime,Burglary,1993,90423
Georgia,Property Crime,Burglary,1994,81406
Georgia,Property Crime,Burglary,1995,76324
Georgia,Property Crime,Burglary,1996,81968
Georgia,Property Crime,Burglary,1997,81320
Georgia,Property Crime,Burglary,1998,75720
Georgia,Property Crime,Burglary,1999,71429
Georgia,Property Crime,Burglary,2000,68488
Georgia,Property Crime,Burglary,2001,71799
Georgia,Property Crime,Burglary,2002,73932
Georgia,Property Crime,Burglary,2003,79001
Georgia,Property Crime,Burglary,2004,82992
Georgia,Property Crime,Burglary,2005,84463
Georgia,Property Crime,Larceny-theft,1960,27979
Georgia,Property Crime,Larceny-theft,1961,29746
Georgia,Property Crime,Larceny-theft,1962,30436
Georgia,Property Crime,Larceny-theft,1963,34843
Georgia,Property Crime,Larceny-theft,1964,37954
Georgia,Property Crime,Larceny-theft,1965,38428
Georgia,Property Crime,Larceny-theft,1966,42070
Georgia,Property Crime,Larceny-theft,1967,43900
Georgia,Property Crime,Larceny-theft,1968,47858
Georgia,Property Crime,Larceny-theft,1969,54897
Georgia,Property Crime,Larceny-theft,1970,62812
Georgia,Property Crime,Larceny-theft,1971,63173
Georgia,Property Crime,Larceny-theft,1972,60689
Georgia,Property Crime,Larceny-theft,1973,66558
Georgia,Property Crime,Larceny-theft,1974,81078
Georgia,Property Crime,Larceny-theft,1975,110762
Georgia,Property Crime,Larceny-theft,1976,130130
Georgia,Property Crime,Larceny-theft,1977,109554
Georgia,Property Crime,Larceny-theft,1978,124880
Georgia,Property Crime,Larceny-theft,1979,145758
Georgia,Property Crime,Larceny-theft,1980,160764
Georgia,Property Crime,Larceny-theft,1981,171170
Georgia,Property Crime,Larceny-theft,1982,165049
Georgia,Property Crime,Larceny-theft,1983,143398
Georgia,Property Crime,Larceny-theft,1984,147251
Georgia,Property Crime,Larceny-theft,1985,171950
Georgia,Property Crime,Larceny-theft,1986,182171
Georgia,Property Crime,Larceny-theft,1987,197302
Georgia,Property Crime,Larceny-theft,1988,223768
Georgia,Property Crime,Larceny-theft,1989,255578
Georgia,Property Crime,Larceny-theft,1990,240623
Georgia,Property Crime,Larceny-theft,1991,240359
Georgia,Property Crime,Larceny-theft,1992,246619
Georgia,Property Crime,Larceny-theft,1993,246849
Georgia,Property Crime,Larceny-theft,1994,256208
Georgia,Property Crime,Larceny-theft,1995,264872
Georgia,Property Crime,Larceny-theft,1996,288803
Georgia,Property Crime,Larceny-theft,1997,262263
Georgia,Property Crime,Larceny-theft,1998,255459
Georgia,Property Crime,Larceny-theft,1999,247834
Georgia,Property Crime,Larceny-theft,2000,240440
Georgia,Property Crime,Larceny-theft,2001,238484
Georgia,Property Crime,Larceny-theft,2002,234591
Georgia,Property Crime,Larceny-theft,2003,247196
Georgia,Property Crime,Larceny-theft,2004,249426
Georgia,Property Crime,Larceny-theft,2005,249594
Georgia,Property Crime,Motor vehicle theft,1960,5813
Georgia,Property Crime,Motor vehicle theft,1961,6260
Georgia,Property Crime,Motor vehicle theft,1962,7852
Georgia,Property Crime,Motor vehicle theft,1963,8598
Georgia,Property Crime,Motor vehicle theft,1964,9949
Georgia,Property Crime,Motor vehicle theft,1965,8430
Georgia,Property Crime,Motor vehicle theft,1966,8104
Georgia,Property Crime,Motor vehicle theft,1967,9014
Georgia,Property Crime,Motor vehicle theft,1968,10846
Georgia,Property Crime,Motor vehicle theft,1969,12672
Georgia,Property Crime,Motor vehicle theft,1970,14164
Georgia,Property Crime,Motor vehicle theft,1971,14078
Georgia,Property Crime,Motor vehicle theft,1972,14477
Georgia,Property Crime,Motor vehicle theft,1973,17153
Georgia,Property Crime,Motor vehicle theft,1974,16945
Georgia,Property Crime,Motor vehicle theft,1975,16637
Georgia,Property Crime,Motor vehicle theft,1976,15888
Georgia,Property Crime,Motor vehicle theft,1977,15036
Georgia,Property Crime,Motor vehicle theft,1978,18126
Georgia,Property Crime,Motor vehicle theft,1979,21304
Georgia,Property Crime,Motor vehicle theft,1980,20115
Georgia,Property Crime,Motor vehicle theft,1981,18635
Georgia,Property Crime,Motor vehicle theft,1982,17579
Georgia,Property Crime,Motor vehicle theft,1983,16050
Georgia,Property Crime,Motor vehicle theft,1984,17060
Georgia,Property Crime,Motor vehicle theft,1985,22050
Georgia,Property Crime,Motor vehicle theft,1986,26264
Georgia,Property Crime,Motor vehicle theft,1987,30637
Georgia,Property Crime,Motor vehicle theft,1988,35502
Georgia,Property Crime,Motor vehicle theft,1989,42075
Georgia,Property Crime,Motor vehicle theft,1990,43637
Georgia,Property Crime,Motor vehicle theft,1991,40489
Georgia,Property Crime,Motor vehicle theft,1992,38913
Georgia,Property Crime,Motor vehicle theft,1993,41076
Georgia,Property Crime,Motor vehicle theft,1994,39312
Georgia,Property Crime,Motor vehicle theft,1995,43809
Georgia,Property Crime,Motor vehicle theft,1996,46215
Georgia,Property Crime,Motor vehicle theft,1997,44572
Georgia,Property Crime,Motor vehicle theft,1998,42538
Georgia,Property Crime,Motor vehicle theft,1999,40120
Georgia,Property Crime,Motor vehicle theft,2000,38702
Georgia,Property Crime,Motor vehicle theft,2001,37589
Georgia,Property Crime,Motor vehicle theft,2002,38036
Georgia,Property Crime,Motor vehicle theft,2003,43392
Georgia,Property Crime,Motor vehicle theft,2004,44238
Georgia,Property Crime,Motor vehicle theft,2005,44477
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1960,15
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1961,15
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1962,20
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1963,12
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1964,15
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1965,23
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1966,21
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1967,18
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1968,22
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1969,27
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1970,28
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1971,42
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1972,55
